users,weekly_hours,group
138,11.347905219319,control
139,11.9431032221526,control
140,10.08564057432,control
141,13.1765833120186,control
142,10.335027563788,control
143,11.5364695985276,control
144,10.8840798949572,control
145,11.2491809988066,control
146,14.0871665456283,control
147,12.0173956196933,control
148,10.7136994695657,control
149,10.3593944655814,control
150,12.4501871012727,control
151,11.9814401672854,control
152,11.6819316254562,control
153,11.0706378525463,control
154,10.5125396898585,control
155,10.9248077033843,control
156,13.0000288037139,control
157,11.3787333052032,control
158,10.6155731526155,control
159,13.8692906224236,control
160,12.4251003773724,control
161,11.761352899087,control
162,13.058483048709,control
163,12.8864226513749,control
164,11.3807569517689,control
165,14.2061024645405,control
166,11.744972969859,control
167,10.5755053497872,control
168,11.8556003980458,control
169,12.2075383392323,control
170,14.3079783990594,control
171,12.1058023678937,control
172,12.4569988054234,control
173,11.9228470646435,control
174,11.6659991576335,control
175,11.9652739716887,control
176,12.7876396056302,control
177,14.0752450086523,control
178,13.0273924387638,control
179,13.2079083983867,control
180,10.768676578442,control
181,12.9838955700534,control
182,12.2199248036607,control
183,10.5327499709078,control
184,12.5210227426481,control
185,11.841245395284,control
186,13.4645873119698,control
187,11.2339180003953,control
188,11.5697882460715,control
189,11.0738905026226,control
190,11.8228960385635,control
191,12.4020117794863,control
192,11.2682518268804,control
193,12.8303731679817,control
194,10.7919172136955,control
195,10.9520155871923,control
196,13.4411577068443,control
197,10.9841525346954,control
198,12.4119747123175,control
199,11.6189239488911,control
200,12.4094018396509,control
201,13.688873286204,control
202,13.586588433442,control
203,11.6690921993172,control
204,14.4976615898342,control
205,12.6670661667655,control
206,12.5413273359637,control
207,11.9866004768541,control
208,12.5101084229529,control
209,11.8356241682303,control
210,12.4206946432545,control
211,11.5997532560224,control
212,10.6297921224525,control
213,12.9878382674549,control
214,13.5197450254995,control
215,11.6912594307744,control
216,10.7467102443923,control
217,12.6422413056778,control
218,11.955290863106,control
219,10.2667815931752,control
220,12.0021318596803,control
221,11.3696996660719,control
222,11.6590314201396,control
223,10.8434276373641,control
224,13.8031419079175,control
225,11.6688679636088,control
226,10.3944865877469,control
227,12.1971934387395,control
228,12.2631756464055,control
229,11.0141732995907,control
230,11.3595182974349,control
231,12.5705076359205,control
232,11.9402767239574,control
233,11.9018212559948,control
234,12.5608207286201,control
235,10.8135413614205,control
236,13.0967770442742,control
237,11.9946559717218,control
238,12.7073106673981,control
239,13.0341077347375,control
240,12.2234804149153,control
241,11.121292387134,control
242,13.1629645559673,control
243,11.4552092599983,control
244,11.744329290843,control
245,11.833878963235,control
246,13.0204639087841,control
247,12.1362218931028,control
248,12.4071676034238,control
249,11.9303451869871,control
250,11.7523356583807,control
251,12.6955508066196,control
252,13.1462283572158,control
253,12.5727395552458,control
254,12.3747244067787,control
255,11.5747322784439,control
256,12.9510128075768,control
257,11.6107628182816,control
258,11.7156693382004,control
259,12.8574097780798,control
260,13.7196272991206,control
261,12.2700549009372,control
262,11.5778159902124,control
263,10.8108867051404,control
264,11.668967021121,control
265,11.06017067349,control
266,11.7410674168812,control
267,12.3943791682216,control
268,11.1481429079761,control
269,14.6491668810949,control
270,12.1560116756651,control
271,13.1302072674549,control
272,12.7410011571954,control
273,10.6837548395484,control
274,12.9198036776091,control
275,12.398130155452,control
276,11.5924714207302,control
277,13.3242586301773,control
278,11.2987683307531,control
279,11.4193856957595,control
280,10.9989278189746,control
281,11.3318213932466,control
282,12.9451849533731,control
283,12.4337021495452,control
284,13.005159217677,control
285,11.6098813359463,control
286,12.3763702917746,control
287,12.2441649244865,control
288,10.5737426576175,control
289,13.7784292874755,control
290,12.1344476609337,control
291,12.7655989991579,control
292,12.955136676909,control
293,11.9494342985577,control
294,11.694184580233,control
295,12.8936737024255,control
296,10.9527018509387,control
297,13.9713373862242,control
298,11.6163678937116,control
299,13.654145302275,control
300,13.5122126939506,control
301,12.0829657335859,control
302,12.5672209148515,control
303,10.9754515204655,control
304,12.3230065030224,control
305,13.0436124583562,control
306,12.0990784868972,control
307,11.5458630908456,control
308,11.3442181475496,control
309,11.9640775773775,control
310,13.0691614606768,control
311,11.5160250696987,control
312,11.8789898886726,control
313,10.7058599961792,control
314,12.4943128360149,control
315,13.3079015201141,control
316,13.4970410094028,control
317,12.8147027308974,control
318,10.1302112097974,control
319,12.4820295041238,control
320,12.4561356033012,control
321,11.6465997141701,control
322,12.170489470948,control
323,11.1359640458731,control
324,12.6792307740157,control
325,11.6728989853469,control
326,10.430917814856,control
327,11.6325492438295,control
328,13.3644349290698,control
329,11.6657186352688,control
330,12.7327500422091,control
331,12.9465856401978,control
332,12.0043987043264,control
333,11.6476776944502,control
334,11.4703044908665,control
335,12.7395892255748,control
336,10.9365425845172,control
337,12.2462108435364,control
338,11.7105006334357,control
339,10.5911495439268,control
340,12.9160193287926,control
341,11.8087210494648,control
342,12.8032832161336,control
343,13.8874744633086,control
344,13.4738811811091,control
345,12.677268492313,control
346,12.3799626865667,control
347,11.8072015735427,control
348,13.5778917949044,control
349,12.5962341093185,control
350,10.8264230591286,control
351,11.8443574651097,control
352,10.0810901797302,control
353,11.8047411538894,control
354,13.3140021671981,control
355,11.3644569989679,control
356,11.5700211613058,control
357,11.830681667698,control
358,12.6122181739891,control
359,12.6783401772227,control
360,12.5679519724717,control
361,11.4274573960739,control
362,10.6367087437217,control
363,11.6112777556621,control
364,12.2779141324505,control
365,11.176918878428,control
366,11.9311590655215,control
367,10.8323376738702,control
368,11.9916909857844,control
369,12.1288554015974,control
370,11.854124371539,control
371,11.8360890432639,control
372,13.7635520027849,control
373,12.7625865124183,control
374,13.1114310807306,control
375,11.0767930471702,control
376,12.164341838428,control
377,13.1548251870973,control
378,11.9434785754735,control
379,12.3448457620995,control
380,10.0950445544145,control
381,11.1888298468598,control
382,13.3240043212996,control
383,12.6156368493027,control
384,13.0916689555354,control
385,12.3066048615136,control
386,11.8898412375171,control
387,11.0756872268727,control
388,13.5929137537192,control
389,12.0450105981219,control
390,11.2848715993321,control
391,12.8652230997171,control
392,13.0744409582779,control
393,13.8956547741986,control
394,11.3970026963949,control
395,11.6091321792769,control
396,11.5837779684698,control
397,11.6243425771796,control
398,11.6333690542976,control
399,11.7043225472991,control
400,13.4418204101999,control
401,11.302461708087,control
402,11.6118324940786,control
403,12.6525364521715,control
404,13.1247724465351,control
405,11.2278891969761,control
406,11.4919137838617,control
407,12.523620590498,control
408,13.017754226538,control
409,11.748835411912,control
410,10.5700065526114,control
411,13.7091210321009,control
412,13.4350695723116,control
413,11.2896288541501,control
414,11.9349324263444,control
415,10.2405312646341,control
416,12.5697229718191,control
417,13.6123467982018,control
418,10.3627193528953,control
419,11.2204314867983,control
420,11.3588230662494,control
421,11.3188686064288,control
422,12.5009635592479,control
423,10.4682018600343,control
424,11.9750023607217,control
425,12.5929847210253,control
426,11.8018045785154,control
427,12.8920083924735,control
428,11.9742849290818,control
429,11.3523395494143,control
430,12.6463594150346,control
431,11.5661672599704,control
432,13.7726111849785,control
433,11.981740288837,control
434,12.8528149936005,control
435,12.205162903244,control
436,10.633888068671,control
437,11.5758977398552,control
438,12.2368036637456,control
439,12.9616966333807,control
440,11.3955742661456,control
441,11.2471227206371,control
442,10.4443884074558,control
443,10.5461062619989,control
444,12.0563318360544,control
445,12.5093694066739,control
446,10.9956380205507,control
447,12.5357717222526,control
448,11.5469629153501,control
449,14.1653685018173,control
450,13.2457466727481,control
451,12.5954980340696,control
452,12.0048844495382,control
453,12.2793607820553,control
454,11.2940938747324,control
455,12.6280171529573,control
456,13.4802139600857,control
457,13.0834299100833,control
458,11.1867557433359,control
459,10.3811231507764,control
460,11.8903443005118,control
461,12.440889370917,control
462,13.3509939798086,control
463,10.6813905154664,control
464,12.3643845926074,control
465,12.2334998350885,control
466,13.1939552612591,control
467,11.9720900278704,control
468,11.6427011454957,control
469,10.8531858638816,control
470,11.4825795164064,control
471,11.6378762274217,control
472,14.3505543257891,control
473,14.4465313757,control
474,11.8332967205157,control
475,10.9563325609381,control
476,10.0270650659253,control
477,12.514671633438,control
478,10.9094264162651,control
479,14.2846593255444,control
480,11.114382427342,control
481,12.1111064297457,control
482,15.8102766807107,control
483,10.8910900020567,control
484,12.3075666244215,control
485,10.8931055277748,control
486,12.347653648822,control
487,11.126735464938,control
488,12.0773031227369,control
489,11.7031313578434,control
490,10.8167577595673,control
491,12.0112926884239,control
492,12.9916010360594,control
493,13.5939674539037,control
494,10.6272887290708,control
495,11.7503890669577,control
496,13.1594245268556,control
497,10.8857776521564,control
498,11.0640974414867,control
499,11.0327605420644,control
500,12.0474885923278,control
501,11.596263206502,control
502,12.2314961282446,control
503,11.5776275920733,control
504,12.3741183946953,control
505,11.633994225003,control
506,13.1901014465211,control
507,11.2626724747428,control
508,12.2906666454393,control
509,11.1151504317155,control
510,12.2080064788708,control
511,11.9522698275215,control
512,10.3154793538614,control
513,11.855773443381,control
514,13.1802136655026,control
515,12.6813999231995,control
516,12.1432476308876,control
517,10.8076835562871,control
518,13.1692286527891,control
519,12.0792017089454,control
520,11.5482262472313,control
521,13.6420282128008,control
522,11.2304076784005,control
523,12.3033609607578,control
524,13.2817374211835,control
525,12.6022227951704,control
526,11.6929777354632,control
527,11.5815818965774,control
528,12.3551355300461,control
529,12.5134811145996,control
530,12.0186074003287,control
531,13.3184489722567,control
532,11.9341680001618,control
533,11.2997039216823,control
534,12.5373261315213,control
535,12.3919737437984,control
536,12.4969609524237,control
537,11.7751252845701,control
538,10.8828568346681,control
539,11.6050053966861,control
540,13.5498303422363,control
541,11.2564855202013,control
542,12.8122454422092,control
543,11.4986893427986,control
544,11.4891134340476,control
545,10.784635958845,control
546,11.9774413716528,control
547,12.7012393004297,control
548,11.4125179744102,control
549,11.3932720585812,control
550,13.0966402150003,control
551,11.7524903229197,control
552,11.8400982866768,control
553,11.3742217492649,control
554,12.9004346356002,control
555,11.0058063707338,control
556,12.8492503858804,control
557,12.8057022889764,control
558,11.5323990640088,control
559,12.8484203137233,control
560,12.986769863596,control
561,12.5756202885194,control
562,14.0248420454182,control
563,10.037646808775,control
564,10.8350790693624,control
565,10.6234807862692,control
566,12.1676799344698,control
567,13.5846290791597,control
568,13.6778889529762,control
569,12.488296698395,control
570,12.8786732625603,control
571,11.8551251259701,control
572,12.4689717600742,control
573,12.3762354771295,control
574,11.2389597249435,control
575,11.7067050662491,control
576,11.8651587355925,control
577,13.393845816173,control
578,10.9630113103017,control
579,12.7682782182044,control
580,11.1838393792465,control
581,11.5638930768394,control
582,12.9047050312828,control
583,11.2369137354517,control
584,11.6589330203622,control
585,13.5024245342346,control
586,12.5283077123164,control
587,12.5421913554643,control
588,11.8633266442821,control
589,10.8632661466973,control
590,10.5033728456442,control
591,11.7766143564434,control
592,14.0017192277729,control
593,12.2217038162136,control
594,12.1643729092464,control
595,12.33262360885,control
596,11.6147920009086,control
597,10.6012459734421,control
598,14.6757407958518,control
599,11.576313911318,control
600,11.7013984880669,control
601,10.207658273147,control
602,11.7519917749319,control
603,11.7526960816254,control
604,11.7444896214737,control
605,10.2130618999074,control
606,13.7846628160248,control
607,13.7635863477459,control
608,12.6896002219341,control
609,10.8992593555761,control
610,12.7145093568978,control
611,11.753529683066,control
612,11.6802138340728,control
613,13.3626442929547,control
614,10.7721174100173,control
615,11.4887807672495,control
616,11.268805000935,control
617,12.0197520068768,control
618,10.42713608529,control
619,11.2966667301717,control
620,12.7159320889077,control
621,12.4652149064231,control
622,11.0260976935957,control
623,12.5592177304683,control
624,11.6595150732979,control
625,12.7130331948502,control
626,11.3409626135109,control
627,11.9635973774335,control
628,10.4067136984731,control
629,12.8477927972478,control
630,10.1496111513394,control
631,11.6763493683097,control
632,11.7447518874968,control
633,12.0609212273067,control
634,11.1765083709811,control
635,13.829730484836,control
636,10.5700837842185,control
637,12.2541371430046,control
638,12.0024158089435,control
639,12.5096655712619,control
640,10.915279998886,control
641,12.7048329768776,control
642,12.3309763499942,control
643,12.9763274729764,control
644,11.1566601196013,control
645,11.0294200951371,control
646,10.2284686513571,control
647,11.6775296583541,control
648,10.6611992576455,control
649,12.6881560281461,control
650,12.0712806522506,control
651,14.1897523592792,control
652,10.8422924006985,control
653,13.1816880640923,control
654,11.4726316383918,control
655,10.5433719886892,control
656,12.5729673704932,control
657,10.5666222953278,control
658,10.9448149814735,control
659,11.266888122578,control
660,12.2109072642513,control
661,11.001079272939,control
662,13.0778503232056,control
663,10.8010256174921,control
664,12.2166370351847,control
665,12.1430870297889,control
666,10.934249908947,control
667,11.5713765892982,control
668,11.3438205232287,control
669,12.9593943268576,control
670,13.5560526361022,control
671,10.9592035662118,control
672,12.9305724085402,control
673,11.9245540689878,control
674,10.032804650949,control
675,11.2440963573548,control
676,12.4611491605068,control
677,12.1451066310479,control
678,12.5803186854516,control
679,12.6550519984867,control
680,11.6954911627406,control
681,11.2924317673827,control
682,13.9715720144782,control
683,11.9100013193523,control
684,11.9859827480681,control
685,10.8765430628898,control
686,10.6558698766238,control
687,10.4768442289379,control
688,11.5780317896178,control
689,13.360924464081,control
690,13.7537948453349,control
691,13.5683647343528,control
692,13.2967555699477,control
693,11.7624037485564,control
694,10.7758498643193,control
695,11.6721873198599,control
696,11.6862071265566,control
697,13.6598787046457,control
698,12.1309531006075,control
699,13.0958886826896,control
700,12.4893409569439,control
701,11.2210897045513,control
702,13.7435593529294,control
703,11.9216127146689,control
704,11.0244462074775,control
705,12.0706598247386,control
706,10.4814004711768,control
707,12.8637790327913,control
708,12.5015683853644,control
709,11.645218670353,control
710,11.5115711124088,control
711,12.9362939472927,control
712,10.9375916135779,control
713,11.0161791282956,control
714,12.4242478770201,control
715,11.5486865194474,control
716,12.9250847967239,control
717,11.8013791901877,control
718,13.1948510169004,control
719,12.4955447051802,control
720,10.6646286395818,control
721,13.2827752061777,control
722,12.6907959041737,control
723,11.0329373321417,control
724,10.6542063149799,control
725,13.0336653893157,control
726,11.1882235403369,control
727,13.8017254786182,control
728,13.7715419603794,control
729,10.5453086301976,control
730,11.1543456874244,control
731,10.7495203406758,control
732,12.6672880679042,control
733,10.7092303123624,control
734,14.0213469944925,control
735,13.0059734876122,control
736,12.817123601225,control
737,11.3360117164228,control
738,11.9887187687496,control
739,12.6196772562098,control
740,10.7187612580358,control
741,11.875738673624,control
742,12.1757416545018,control
743,13.6927737944727,control
744,12.6421327172069,control
745,13.2822330323492,control
746,12.1405469735474,control
747,10.8874973168194,control
748,11.6603230280381,control
749,10.3352353607375,control
750,12.9288517617203,control
751,13.4168268347158,control
752,11.937279222373,control
753,11.0190976639021,control
754,13.087150251237,control
755,12.1393270265607,control
756,11.6137279023262,control
757,13.12358542318,control
758,11.2401543426424,control
759,13.148959103229,control
760,11.1575237410632,control
761,12.3914133403928,control
762,12.8913772423186,control
763,10.6647412874457,control
764,12.3981234778349,control
765,11.8884131970512,control
766,12.6757439166423,control
767,11.2114020646208,control
768,11.9130136659425,control
769,13.3822840077558,control
770,12.168490163808,control
771,12.8231909482751,control
772,11.7791054023836,control
773,10.9706083452853,control
774,11.9890743091529,control
775,10.7750088445592,control
776,13.1691225919915,control
777,10.9130911830226,control
778,10.1739169873536,control
779,12.9952818072926,control
780,11.9881382185693,control
781,11.4003716052484,control
782,11.8220520133979,control
783,11.5740186581977,control
784,12.9966587764551,control
785,12.7276607085015,control
786,10.2733694041365,control
787,12.3533984956418,control
788,12.7268136658996,control
789,12.6682609759767,control
790,11.7646425749847,control
791,13.979633320918,control
792,12.7967945386395,control
793,10.2907238193541,control
794,10.3363312881166,control
795,12.4911095523155,control
796,11.8259445144277,control
797,12.9612905638775,control
798,12.2938266616773,control
799,12.0809993635092,control
800,12.1836618427993,control
801,12.1662550353913,control
802,10.7304009337857,control
803,14.3494933206195,control
804,10.5879945925747,control
805,11.9830385072178,control
806,11.4556806473783,control
807,13.8001123333554,control
808,13.0114401761792,control
809,11.4362834440934,control
810,12.205420795375,control
811,13.1654619501987,control
812,14.2363228395069,control
813,12.3022650761689,control
814,10.957493397769,control
815,11.0164576865042,control
816,14.0057185804342,control
817,15.0557423688819,control
818,11.7386494059127,control
819,11.5456067408863,control
820,12.157560555464,control
821,12.9333887278653,control
822,12.3028282758344,control
823,10.0438497775275,control
824,12.3535367094694,control
825,12.4504245137424,control
826,12.6595508705345,control
827,10.9685792723926,control
828,11.6754236921755,control
829,11.0557012490903,control
830,11.2341100015569,control
831,11.0462207332801,control
832,11.6019955501455,control
833,11.6887829370764,control
834,12.7960927132398,control
835,12.9864283438758,control
836,11.2054683375826,control
837,11.6911820284848,control
838,12.3614447660256,control
839,13.398791104838,control
840,11.9439295803576,control
841,10.3011265084459,control
842,12.2318525451413,control
843,11.8809093290294,control
844,13.7724928534604,control
845,12.3434221654436,control
846,11.3769502176453,control
847,11.5604777061715,control
848,11.4947032104545,control
849,12.1860351371575,control
850,12.1764177975995,control
851,12.9158482068248,control
852,12.3201767261809,control
853,11.6333127028787,control
854,11.0593887048203,control
855,12.6347029314195,control
856,11.9375115176717,control
857,12.1828378676918,control
858,13.1036410184228,control
859,13.7520356186488,control
860,11.0461835398644,control
861,13.6440804568203,control
862,11.1332664705491,control
863,12.2663521921948,control
864,12.2223704948554,control
865,11.7230914901077,control
866,13.394253041018,control
867,11.341088000222,control
868,12.6605312805133,control
869,11.9867442998567,control
870,11.0685197012692,control
871,13.2146891434664,control
872,11.4738475305874,control
873,10.4585974330927,control
874,12.1943210699013,control
875,12.264422549441,control
876,10.8812648312903,control
877,12.6509529561471,control
878,10.967099761418,control
879,12.659201499418,control
880,12.2378293996277,control
881,12.7152759471045,control
882,11.0615169608062,control
883,12.0953540096781,control
884,11.5371805800437,control
885,10.5311178439054,control
886,12.1526865055215,control
887,13.7737626113172,control
888,11.351929066485,control
889,11.8001825243318,control
890,12.6892437329772,control
891,12.0361455098366,control
892,13.9435363122529,control
893,12.7372137337899,control
894,14.321333933022,control
895,12.348909346294,control
896,10.8660833387241,control
897,12.4213352679043,control
898,11.0754437431858,control
899,10.9929376338807,control
900,11.8105256698964,control
901,12.9339167001786,control
902,12.343909999578,control
903,12.8140202764636,control
904,12.9153410022806,control
905,11.8281478695777,control
906,12.7959068517308,control
907,14.1691158693598,control
908,12.0583834994597,control
909,10.6450855504723,control
910,11.632449234446,control
911,11.0654824208448,control
912,11.9583607799284,control
913,12.6761120055566,control
914,12.8664361468055,control
915,12.2351750248133,control
916,11.0660298667236,control
917,12.8132521672816,control
918,13.34831855513,control
919,14.2518827759311,control
920,11.5063475655341,control
921,12.4740925991525,control
922,13.1936916661141,control
923,11.8836045284779,control
924,12.5248585557685,control
925,12.2144214812784,control
926,11.8655504654631,control
927,12.168509102875,control
928,12.96473276953,control
929,12.4087789140044,control
930,11.5335617848255,control
931,11.2049368148752,control
932,11.9800448826564,control
933,14.2109520316974,control
934,10.5112377700872,control
935,10.8392481243808,control
936,13.4577382249557,control
937,12.7390626811284,control
938,11.6559912314572,control
939,12.4558767415117,control
940,12.8781102625448,control
941,11.0415360770877,control
942,11.2941551542514,control
943,11.0389476759552,control
944,12.3801882539167,control
945,12.505067589582,control
946,14.0270560037998,control
947,12.0646270287396,control
948,12.4636586484019,control
949,12.0747783326935,control
950,11.5131637641646,control
951,12.7489108208626,control
952,12.4642345808896,control
953,12.1294204583935,control
954,11.1845393483897,control
955,11.9598495482646,control
956,12.7814169776802,control
957,12.6764527474626,control
958,11.5173474744321,control
959,11.3308865320365,control
960,12.5128013219223,control
961,13.0489099289535,control
962,12.1210581631029,control
963,11.6867071146205,control
964,11.1193292699885,control
965,11.5807131087278,control
966,10.5172483219782,control
967,11.3026818005999,control
968,13.1349650886582,control
969,13.1119318450369,control
970,11.1292223663947,control
971,12.2107315850728,control
972,12.0693956473745,control
973,10.3373511471581,control
974,12.8108399801772,control
975,10.0876542039529,control
976,10.753246571205,control
977,12.9981544450573,control
978,11.4591272554857,control
979,11.7836242092198,control
980,10.378062707158,control
981,10.5490360346006,control
982,12.3509097306878,control
983,11.8254530712688,control
984,11.4085715297838,control
985,10.6659727391039,control
986,10.9027014988077,control
987,14.0361036093643,control
988,11.6735104066252,control
989,12.7740052120215,control
990,12.7850064006793,control
991,12.7632460803459,control
992,12.294808759565,control
993,10.7476440758273,control
994,10.9904962472303,control
995,12.7513911945459,control
996,10.6916464874172,control
997,12.5275400970637,control
998,11.4664604264227,control
999,11.6016239859064,control
1000,11.2104305495052,control
1001,11.7698588637295,control
1002,12.8771848416518,control
1003,12.4537331775412,control
1004,11.7675358522766,control
1005,12.8700055246903,control
1006,13.6560037341468,control
1007,11.9936310710852,control
1008,12.4704894531078,control
1009,12.2782186490647,control
1010,11.0220970589819,control
1011,11.073413857854,control
1012,13.9197704626212,control
1013,12.8812777877762,control
1014,12.7420817719265,control
1015,12.1475734040494,control
1016,12.4853885649923,control
1017,12.151856039546,control
1018,12.0419987540873,control
1019,12.223422311943,control
1020,10.9895349139958,control
1021,14.4012221019712,control
1022,12.8019617902709,control
1023,11.7487920410444,control
1024,13.2128893708292,control
1025,11.3727419139951,control
1026,13.7111585074759,control
1027,11.6056264469772,control
1028,13.3641191953996,control
1029,13.1322291327288,control
1030,11.2256836806413,control
1031,10.5896250340064,control
1032,10.1654724193034,control
1033,11.7309864620696,control
1034,10.1660714227203,control
1035,11.185531981225,control
1036,12.1635721223786,control
1037,12.8555192220504,control
1038,11.1800368731203,control
1039,11.8763972400243,control
1040,12.2549482360414,control
1041,13.7189263382373,control
1042,11.0414564724729,control
1043,10.3956897382395,control
1044,10.1543905782892,control
1045,12.5557371852898,control
1046,11.9398808086496,control
1047,12.7720863043931,control
1048,11.8591606128426,control
1049,12.3930939255143,control
1050,12.2242185741594,control
1051,12.0235419851686,control
1052,11.3770373402352,control
1053,13.2620093806264,control
1054,11.5942259572242,control
1055,12.6667637714425,control
1056,12.1646391545301,control
1057,13.7815244747872,control
1058,12.7112139643239,control
1059,11.6623088441376,control
1060,11.9908510477326,control
1061,11.8746907915866,control
1062,13.6973938948207,control
1063,13.0638811544875,control
1064,11.2333833637747,control
1065,12.3820075591704,control
1066,12.241895903607,control
1067,10.8672405889476,control
1068,13.4899074136532,control
1069,11.751752895031,control
1070,12.1835837079435,control
1071,12.4048710094397,control
1072,11.0058755306906,control
1073,10.9145706704327,control
1074,11.9514574454703,control
1075,12.5760856005122,control
1076,12.0738305318446,control
1077,12.7059455713022,control
1078,12.3349801033914,control
1079,12.5453878059246,control
1080,10.5970940940587,control
1081,12.6770538909439,control
1082,11.2101995538571,control
1083,11.5342711105659,control
1084,11.8951479347652,control
1085,10.3521489126947,control
1086,11.9004630480286,control
1087,11.5601423631568,control
1088,11.2814885480615,control
1089,11.4454024036651,control
1090,13.2454891767514,control
1091,10.7410786490389,control
1092,11.784615518572,control
1093,11.3258306798939,control
1094,11.4987028145701,control
1095,13.542325787952,control
1096,11.0379819347632,control
1097,11.1278204635586,control
1098,10.6023703820956,control
1099,12.1798051668164,control
1100,13.1540919877873,control
1101,10.8014663899135,control
1102,11.574275598526,control
1103,13.3663086088475,control
1104,11.3157026053413,control
1105,12.6855122083763,control
1106,12.3895035428137,control
1107,10.6946040761947,control
1108,13.2168880111011,control
1109,12.7951740182723,control
1110,11.5117974905742,control
1111,11.0960065453698,control
1112,11.6095815819131,control
1113,12.8140634151454,control
1114,11.4357507198166,control
1115,10.1257946812307,control
1116,11.8570952890789,control
1117,12.7719040097423,control
1118,10.8408820698325,control
1119,11.7620844723297,control
1120,10.7778066739777,control
1121,12.1168062129256,control
1122,11.8675003719865,control
1123,11.9663152239624,control
1124,11.3776735817725,control
1125,11.2906365384471,control
1126,12.8714454144087,control
1127,12.1051380190372,control
1128,11.8130647324261,control
1129,10.7243812968362,control
1130,12.7629063178864,control
1131,11.5931848565572,control
1132,10.7916822161194,control
1133,11.5606773431217,control
1134,11.624419254057,control
1135,11.4985576048533,control
1136,12.4966125757788,control
1137,13.5208809382289,control
1138,12.9880918278114,control
1139,13.2461225339711,control
1140,11.6701326725015,control
1141,12.8443447139889,control
1142,11.0189242447537,control
1143,11.8607785948825,control
1144,14.1854379064735,control
1145,11.9871719901214,control
1146,11.6946910740293,control
1147,11.4157865393477,control
1148,12.7712685018727,control
1149,14.1061893617618,control
1150,12.412157036847,control
1151,11.738735121906,control
1152,14.0737836460037,control
1153,11.2211697765591,control
1154,13.1315325132809,control
1155,11.5786548719163,control
1156,10.9782526299803,control
1157,13.2183053787468,control
1158,10.2002393251046,control
1159,11.6917500616493,control
1160,12.0155152433487,control
1161,11.5576822813331,control
