user_id,city,tenure,channel,opu_6_week
5368fc87564fdc2efd60d8b9288fe6f4977ca92def522c1a64faea0efcc74074,HAL,5,15,0.33
310b9825b462c770e07be005196883eef8b7fc1fd8e72d39231b99f201188738,STL,35,5,0.33
4b0f1a3fe5e26ae42ae866df032c3737a37513ad13883f34284be3fced69981f,CAL,27,10,1
21a857311720334e4c49e5a97cd65adb35f859b8da3351fea1340ac66d603430,CAL,20,15,0.83
ad9730a903d37a9ad3e67ce588af5e25e2f447b8462d1da6d4830dca23795a3d,MSY,59,15,0
f9a84cae9dd0d8ab47c2ed72a34e247db8d5bc77f44f856cdbc0c03f70500c0b,MIA,5,10,0.17
774744f94f179f2296d0fa654661f4e606c85e6ca41d6c797dd823b57fc89665,EDM,0,13,0.17
72e9a5fe17bccb6e5fc6d02019e07735f0de5c103c6e3f8a0091fe674f2167bb,STL,39,14,1.17
19e7743eb4b0d0f59890ece12109aa1a7cb440f7bf9f5a8bc1c7604ad0ec0fa3,EDM,4,15,0.5
edf5c6dc8d5561b5bef510fc7998de77fdb355a5a4a4380b05a349b4b0fda41a,PDX,34,15,0.5
5224d6b7e7544a5d6bdd1dc2496f8c42fdb9837f5c3a4125f3db401f311302ba,EDM,4,10,0.33
9abb7f36c4f04d098410b057db7c537a1bf0572be9932914aa1ed96f6d10a661,GNV,4,2,0.17
3553cbe52a141478e697af92d924b121fbfb224b802ef8543b8109315dd40a89,STL,32,14,0.33
f5fccf660b7aa6c30ddbc72265c76535e5f6f992e47635dc43607da0cf4e0d50,MSY,55,10,0
e92d807fe78c622b14a422b3a37a636986be700c629e5019255c1dee651e8abf,PDX,38,14,0.67
6e3070289793d1044e7a872b295e2ca23afccf926d7693a25c628e56c5ed61d6,CAL,6,15,0.33
682058e3ae2fb490263c35580c99f013af3c6eee40380e7e80f5c8297282127a,MSY,54,14,0.17
d95b2a0b21b2cf2f5a94da34e5ee17690a5fb7cb294f7d8731a7372a28fb5aa9,STL,41,10,0.67
3ea42180ff3080521a1f29fdc67d26ba02a49086b516ea4338d7465a395477fc,EDM,4,15,0.17
2af8f1a28c0a7733f677c69ea36321d658c145a812f7ca6021a84e0754cd1c51,GNV,6,2,0.5
8fa14c4af635b29883ccc7959957bb0350abdb6d3737d9e092122bd8d256d601,PDX,39,13,0.17
656e32d1ea223df0e6c6a6ed5ff4dc73e8214b09186bc2b9c0830be9569d33e7,EDM,0,14,0.17
ba17025352f7d11c6f2a4908c56087bb869a67b42da44e780f1c2a405e5bd5d1,EDM,4,13,0.33
00c97ef9d9a5c72dd2da7c60bd1f7cf56e07c53801ee1e980a949ddaef697acb,EDM,4,14,0.5
aa976eefd5b948873a44a3acf941dd94c7681ba9b4b865569a86a817085b9c46,PDX,40,14,0.33
6f2eedfd3b1d9d2fb89fb222590e8261704668c37f75396d1c7a9cc3c0df91e8,MSY,59,14,0.33
04bcae18a30571b1df56f3186968274d1e7e3e8060304c6b2399ddd8c9c2fb14,PDX,32,15,0.33
a7135a3ba7ffe7a5c67a1173d950d89496c00eb5a788d90caa31922f12e6e993,EDM,53,10,1.5
d22b72659f8632f63a0db7ecd44e1e89b18b3322a3f709108f7f0c9f8c831ab3,PDX,38,10,0.5
102efb4ca74eaf4cf9c3b1a2a5f5ef3793d3cb314d9e4f441fc8055e3a6cae1a,PDX,32,14,0.17
974d95ccb0448ad129851f98cbe480ae5de7e5d50081e99d695b62825c334b14,MSY,14,2,0.17
506f3420128818affb182336cc9ca38c5d1765dae02fccdbf520aca2faf5c43f,PDX,33,14,0.33
e6f8d3eab5959c0e51f8ed64e01b1296ecdea84daa6bc51b6725c07aaf59adf0,CAL,25,15,0.17
05ac05723267d24b4274cf2e45e2c2df3c812e688367b782c1c14b81dca4ae67,MSY,63,14,0.5
905b69603bdf9b4cf3b384fb19bd6b418508e49fbf437a344168fcfe8c49235d,PDX,56,15,1.17
18e44664630f0051fca2c5ced26472aefd97edc647b9f92f97a64a6f1bf487f7,PDX,37,15,0.83
be8a1373af020a7da3a406f0e6c38ee16c97855c7e908db913d4e1785c27db34,MSY,33,10,1
42a0ebb4328e9e6eca2d00dc2ae62060a17a6178af1a9c76ef59b0c9813975c1,MSY,55,10,0.17
e75c2c11d9f8b765fbada78f65dd1f232fdb23b6a10e8f251443a5056ce1b82c,PDX,61,10,0.83
345cf4702ebf20984b68e9bac7c2402281ed714479acd4aced7f7b8abd2e41ba,MSY,55,14,0
e8e8871b7e6900412620f30ad2320cb4589a37e67bdabadf21e2b4e2277815b6,CAL,18,10,0.33
01ed0db6e0316557763a5bac68d10bcf42536c01b701866fcb23c51606eed1f1,PDX,39,15,0.5
6a2c84f6b5b887f379142a335fd52ddc494f96cb0f11b89e71247b0d008591ba,CAL,24,15,0.5
14962b9934f1dada385368b7d0eefca204db5f737cfbb2f9f8a06e91cb4830bf,MIA,7,10,0.33
c14d7f7e5044b665e8a30292cccae83116b2c61fcf3b3ecd75ef5805060540a4,PDX,31,15,0.17
e9a890623ffef2f9732e46d1797b57b767d075110a9cbda1bf3832f9e6a7612a,EDM,5,10,0.5
2168011d106a73b1511e55cd260bfa704df8ec7ca7be35412c11e0461f1e125b,MSY,52,5,0
bdc97a72551e0df8038142d7a5a4cf419565c7ab229eb13da545e15217aed82d,PDX,34,14,0.67
f0817a65c83dceaf92f218d707e891eda49d969e8f6a8bc8e44c55a72e8ff975,PDX,31,10,0.17
f2bcf1ee9fed406cb1da313cf219fab4cdcf1e6e13c462ff722d37570c81d67e,PDX,32,2,0.17
a899ee26324660bee958fc377bad6128ce0bec0e484908df62853cfd6184fe98,EDM,20,15,1.83
bc09b8c0e872a3dd4afa66f9345082fffb529bb6a3214adf19eec92c6807cbc8,MSY,57,10,0
526995e189f215c611dd60a3245c74bc251a2a2a3a4d4e0fa87cc7b1958ecf77,MSY,60,2,0.5
d1d2ef0f2672ac04fe53641dcdee733ce2bcc348ee0963f4cb611d280fae1761,PDX,14,15,0.33
d627efb4029d1ba70c95c1e78488f52c8194fc557ee7053197a8d02fbd83f09e,PDX,35,15,1
16f01093a3914a8697a25f81f13dbd35113292e8e0ccc68a7e68e199871cb3bb,PDX,35,10,0.17
483314e492f154d84574ea72cac41fbe68e9b53ba6948e85acdcd450ea83ed2b,CAL,20,10,0.5
1f4390c32ab44a2d373e0a6dc87b0c28e47447bf236fa353d24cd9ac56d0e0d8,EDM,0,14,0.17
7cc5254e07656c498adfada16a8553a735030d1d8d0737934e82531a2717af4f,PDX,33,15,0.67
a252a3ca9cde60e858f7c45a9f7496c239c034249603950a09edc8d645c9b205,PDX,30,5,0.33
30c847b883e8cb055f07a6fffe4125cbf432bcecc237089d46f49516258ea37f,PDX,40,14,0.17
153ed32a6ac8b9195fa46d0a089288831b750aa11912f43f2eca4e52627be50e,PDX,38,14,0.83
b33a9ff14ece9b4fc434b9d3d728e11faa2131667f932512da4ae570bf890c9f,CAL,3,2,0.17
e5e602037236b15aaabb350808eef7eaa674bed72456511f0e3648867a217616,MSY,54,14,0.5
0753c731f8bab884726490f623537e7a3f4ad7ad395af336bd545d2adf0d724c,MSY,61,10,0
50b451a327f1df9799eb52d8a98e28968a02dec2f6fb965f422748895d36277f,PDX,32,14,0.17
d513080aece9b87e5ca700e46bed74cf5bf9c165dfa09eaabceb10409fa020a8,MIA,4,14,0.5
53e17d210292ade93b39d18af8e2b937e6990de98a10aaf8b0b56e4d0e03bdfe,MIA,7,10,0.83
42bba5596748ed70f32198952bfe3020d12c6dad1b43c351292204d7b52a80f0,STL,33,14,0.5
185625ddac59b10ad527c65cb163fb3dad471e168984f30a1def95f9981729ed,MSY,63,1,0
e79c759e21cd4277f7a4993da730240ca6a1d88101c4c9b446f5b4b58343a83f,CAL,45,2,0
48ccd607f47e7d1c090c478a9a29affc6f27403fd05d9599a84670fa746ae6fb,HAL,0,5,0.17
966bda9d11fd3ba8bdd62cdb0274e1642d1eaa8b1e24340b25553c16617a7a9f,PDX,33,15,0.67
4bc1c27cc32801b60a40cc220c741435f7de724eaace36f01d2e5382bb00023e,EDM,3,14,0.17
dc7fb538355c990090343c1fbed113268f6a435fd5814cfab3d4786717c66670,EDM,28,2,0.5
416c39529f3a594d2f82d35b47b57cc58de09ab55064c71848e0dae61cddb233,CAL,18,15,1.17
5010d7a0e8fb3ba68b9a369189bce139e08311500974623c842242db88e39d30,STL,33,5,0.67
c1ed051e61e9e3c290f88fb140c17949cf084b3cda0b01fec2da5c20e9cab3fa,STL,63,2,0.17
d14801276cadc84729ebfe7ec37b495ed3f87a6c69174befae07bf5314a24a94,PDX,26,2,0.33
db23e6bf7008cb1f448b9fdbd318baf7b4859c132668c9e8b34f59b4cce05da5,EDM,5,14,0.67
be60eba35711c3dec53d7b90441afdbfc0b754b60f0175fdc9ddba9272b56fe3,EDM,3,15,0.17
8a35ed9ff1c48e4c250509bda720fcce51a38908635fd07c0faa5c7853faf7fc,STL,40,14,0.5
10440447e2f0c1eedf5f6e782aad6a337da07f73d3ee1f0197b21072bd0207df,MSY,91,2,2.5
b928d76afaf159032ea02697b07eeaa3b9763edf8e5274d06666358fe6700bdc,MSY,6,2,0.17
25baf2a00999ba892d0687826366cf9d10c6bf68993b2c248049916645f8d3e0,MIA,3,15,0.33
49aefde083890d8b7c095b5abd25f4c84c5d3a6a13a63381a896663d1fa1983b,MSY,53,14,0.33
f098f53391d4ca8d2962e452d9aa38b68ee029a53e91ab472cd319c491dea796,STL,32,15,0.33
ea73d8898e1df36545a4bbf4857d6806900e77a5d23c172d35b8122ed592eb0f,EDM,4,15,0.33
c6524719d7d4da894ff4d7ea0567df0f0affe2057e129eb28a86fd199ebef9ac,EDM,6,14,0.33
1cebc1e0c6b5572e1356bde2e1fc3afb01c93dfe3cb866ea99df5bb0fac3f93d,EDM,6,15,0.5
0f0b47a949a722555799bd76852fc5305b8e82a0909bf6b962b0c88ee2d8569a,HAL,5,14,0.17
b8a468131a37318c69e3c21b5718b7de76dbeefd8c29f8aafb4bfd65a1d3fa4d,STL,24,14,0.17
552f209d4e017fd8c163e0444c08a17d9a949c050b0d3efd2ea91122799eae38,CAL,20,2,0.83
8a98505ed50637c6d8c1be00fe30ff9691d4534b0efca77e6cf8d55604afbb11,EDM,4,15,0.17
af8065ca149725b39869efa076b2f0d0cb789718930ec18d452bc753aff0f0cd,MSY,62,15,0.17
af73ec50435deb816583f3f42284dabfbfd6de5a19b9ad76b26ea5582a46411a,MSY,16,10,0.5
0242c87b09ba8a89f19e458af533343274a1c9a19f552b0285636337be410ae0,PDX,31,15,0.17
84c5b036d8d1404b647d2af754605d74aa4ff9edf39ee618649414e433811898,HAL,5,15,0.67
482e36a4212ba423012895ca1158aef20f9ca5307f9b458057aebbc5fddb1fa4,HAL,4,14,0.5
b7118deacd8fa62cfef467cb5620c1f936796d42a25c1b34d230df80ab103aa4,STL,41,10,0.17
7ade9cc51b170a660f66b4bf85eb9afbb0227de9492d68f896c2631492156b55,MSY,55,15,0
8c79a214cef8bcf0b0185ca9150a5bf9fa373f22bd5c069f11caa146ff98ff9a,PDX,33,10,0.17
115d97c4ee2251217e7638e6613eaa233630011d7805c60463c8b5230adac4ef,MSY,81,10,0
2ead3704fef3e42b36f1966d5e1a66b72283a3a904042224ad7ec3912bdf1c82,EDM,4,10,0.5
2c7e98bf36839a4fe4f64ac690985520f1f570bf562b94c7b9a3106aa381873c,PDX,40,13,0.5
a1b42b59a87ffee614e9f1ba40694c2745acc0a72efab022e4cf161a46623e60,EDM,3,10,0.17
a6ed016dc8bcdf939a6676a17d2b6afd7ed9ff4f62a232c894ce239a56500005,PDX,31,15,0.17
ec72063cb7c899c5380d92ce0a4ac12451517fcf17837d3c9f63c0ee4bdf0efe,PDX,38,15,0.17
8416e7897fc3e61bb0bef30696f343492d491a0158109ff92b79691f7e0957b7,HAL,5,15,0.17
e768fd9914d2748daa5950a6132eeb7e1a830a19032a30313bdd2b614f45f931,HAL,4,14,0.5
9ab957ea7438295d311b6788c3d17836f845801266ea99fcc044e2850513f159,MSY,45,14,0.17
a7eb16a27270e2835d11f9bce311a75b5b4443c2e31acfa41c329b590dfcca3f,HAL,4,14,0.33
c814f8410311769b99216898120c5265ebc30ca536477cbe1c54734e58861534,HAL,5,15,0.5
94856de0d98018808a7cadc35fdde9aa75d24ba0ae2874c07a412edb3c338ebe,EDM,3,15,0.67
d6c72168ecea472caf1a474d1de26658c23cb53c68366e322eafa729274772e9,GNV,16,15,0.17
cc84a4d36cc81a9d49f15a4c2b6977d4359a2e90a3b11ee10912cd49567a7811,HAL,0,10,0.17
0715bdf88249089767bf9b3e18de8270297985e0a0327945b078a453761c264c,STL,41,14,1.17
7fa7a302dd8532a77b4b5db538f7fc943bdef71ee272908c2f3faea6fa086737,CAL,19,15,0.33
0157381e839611872f1708ad908c5e34440e782da89922d77f04538a63ea95f2,HAL,4,2,0.17
7bc410241961813c7ab375d0ded3bbc683e82042565510d391557737506feb5e,MSY,54,14,0.33
5625a3304e2d06678e4669a794d91090918b4ae1650584052731f9da9070f75d,PDX,42,15,0.5
867ae8b8361a91eb8af8d08cf02ac5089daf1c41e83611950ac8c641305ed86a,EDM,3,15,0.17
debee8b0521f824321817d214bb7e4f6d99f789edb4523d52496b735c29c7191,EDM,5,2,0.5
2a3edc6373946a84df8e9c883c39835875da41f4a23f7b9136ae0436a50c65f1,MSY,52,15,0.17
4adfbb8af83132e64f0b3adb20ff78d2a2f60b463e739100fb6d199b1d8151c9,PDX,56,2,0
b81523d3a62a87af3012c36635a653189d545d272c89d6754a9b4872fd949637,MSY,54,2,1
1dd16737c392d5f7f30ccfe30adc8b8a466ad3d6629dc6ba4f92aa321b8c518d,STL,38,14,0.17
6c8af21eb21a29efa50711b0422d50336bffa99acbba10adc9e9ae75120008a6,HAL,4,15,0.33
8891f6748b38ecb7fc13fab2cd5b6082eb341de4f087a30054ec1ec59bb9059f,EDM,6,15,0.17
d987439418094868336f0d1e494999255eadfc29589258c51f7627b828a5b1e8,MIA,13,15,0.33
3ab2c5a81a44374923b5bcdb66e796652fc82f119a4684513faf4e7233d7737c,PDX,38,14,0.83
3736cc6944e7d5804c26d0a557a17b6f715ae585747425b8cad001a203bcdc17,MSY,45,15,0.67
4abf76e3e63bd6f532e0c5d9666aecfc8ad106b9fb9aed21e198dad3b9729403,HAL,5,10,0.17
458fb154dcd681d64c534a8ac938d8cc81ab6c6217ffeb681ae043eef6afdbd3,PDX,40,15,1
32e85069cb8c15fdc6dc72f1aba960faf5a1ceb6469f39cdb75ba233d1738416,PDX,38,1,0.33
e4390cc152915e21b017120d459f8d80bf9c6c25883c1b6c15ebc690c42612a9,STL,40,14,1.5
54012803e9cafd37561a549e76cbeae850a7402a5f2527eece758fd9a95a8d06,MSY,59,10,0
7768430a6cd90a90645b879f99fbe18cf382e2c0f411a315ae75b34359d3859e,STL,37,5,0.17
7a98ccf8cb11f5f4d744096f54891450911eee282db24dc88d970cdd71cb912e,PDX,53,2,0.5
ad755c0e0e6574fae66e21263dc003fcf866e21aeeca6908539b8ae7feb8ad44,EDM,6,14,0.33
9bf3529ef2b1c8266511335d40156bd57a7b560b9a545411eb5d122f250dffc0,STL,12,15,0.33
1f94e5f3975b38b1358b20f9075b216e2d905f65e4531096d67459df4999e0fb,CAL,26,15,1.33
e8a3fdc7c08c87e48f0d364f36ab50b0483d2e7427b73d6598d23d4c25a4598d,CAL,61,2,4.33
23a5a25515d12d382097fedab9712f762e00816e09ca663a8e34151109f385d7,MSY,56,10,0
7eb7e801a334cbd7146af79cc8acc6cf03e7fa7e5b3b67994ff7fd8b02495772,EDM,4,14,0.5
bd52cd63f3b07067c7cfda2f702cdf2e0b916698bbf5756e728204350c9b3e29,STL,60,2,1
653aaaea9f0b80ea9df6bf75c58b6604713ba8f63216e5c858c3cecacf93992a,STL,33,14,0.33
850b76f03d96f25a0d09235bff15c02224c176b4f47260b53dfe6d768aaec4cd,MIA,6,14,0.5
706faa069091ded482aa034e22dbee3521ccb057f0ed67757a73cb14b5025625,MSY,21,15,0.17
ff711ea41989a32c2a99cf85a62bbc841012a4303c1c55a6232729db485aadd5,MSY,63,15,2.5
282a02daaa23acbe248974945f7c896e7e84a62c635e94bfbcee792ea7995621,MSY,53,15,0
0c6f71ead4c7cf7722073fad92cc277bddc79c781c582e51876dd96031a35305,PDX,41,14,0.5
0e4bfe614ebeb0643fe95be013171100e59bcdac7264b0d54f5523c26b6f9091,PDX,53,15,0.67
7082a4dbdcb6094eb18494feb4493466f20505bb258a46aa32016c8748252876,EDM,19,15,0.5
53f2a5fd0074d29e5bd1c8544d5f7e2e34fde575505f6fdf767160520e1cd811,PDX,35,15,1.5
93670905ab56643752024b1700befba209a6d203a9f6db9d0e1367023c15caf2,PDX,38,14,0.5
2704c984d1276d128fb0f0082bdf479208f961afc31f67b87e5c6be3662f75d2,STL,39,15,0.83
d7dd2f14b56d26af56c4162768edb52cf456303f27f6e9cb54cb657ffd042518,MSY,53,13,0
899fdbc30d712a173f23190150711a11779214c2a42581ae9b16b9bfbc91f1d4,EDM,5,14,0.5
c6aecff42b4481a65e44cc4bef8b663776cbb672c7c5d245a6a25038a531759d,PDX,33,10,0.17
005f67ca4942f2533512be3233b36d7e151c115caff346d01985daaebed053d7,PDX,40,14,1.33
edcdcb36c95a1dbffb5ef5c02a3bad9c7c4e52d4475eced33b6a6877f346921c,HAL,4,13,0.17
5863c6d9d359032a2550920711448dac62d54d610be46302ccecd3f8eacb5701,HAL,4,14,0.33
d5621a267e597ce3dc77a09f5983164e15ba8b2d33536af9a15f42463250a082,PDX,40,10,0.17
1ae3597a3d1d0bde6df02c17abb313785ec7c96829815a17aa4ffbb23db306fa,EDM,20,10,0.17
24b746ccb87722a2467ae53db899f70cd4d7a1639a0d0470bf17a3b4e76098c0,EDM,5,14,0.5
07e46310087e437d6733d59af017abb0b6844bb407424bac38d916ad6fa581fd,EDM,27,2,2
cbdfd12fe6b2a72d8fb8034fdaed70ac09241601abee53ff703dec734546238d,STL,33,10,0.5
80b871d839b5b6122a9a0ba1cad135895aea12a9e609f127abde8a3405f08fc6,MSY,47,15,0.17
6a398ff93dd2d4ecbd4a099ec596c7a1992bb5d34bfe533c07dd2f358036bfbb,PDX,4,10,0.17
5d203a1e4154bc51b528b03b81c0967dd53bf5238c9ebfe4d71b792144fb2a9d,MSY,54,15,0
dcc8f4979bc8b46f5ecd84ef5823d5742d55eda3a76c97ad16736893761679a2,MSY,60,1,0
8ed3c7dbc3127c4bde633c91b303e85e452b05868a0cab5ba6fe0e4696fbe0eb,MSY,62,10,0
d896d8c465810a48fdd85d73d03e67d0c63c8519da60502cdfb5ad9fece97a8f,MIA,6,13,0.67
e9dd13e28e7dad11c240d6089952f9f54fe9a898b3c84e84e83e7cd1d6ff3f8d,EDM,0,15,0.17
5a03688b911428b3d5324661ceb7dc2c0155080025296b4f801dc2b997f76814,MSY,54,10,0.67
e9e9e6f33c00fa20b49d2f1adaedf97e60f38fb773bc36bcfd7dc4f23fc5f2ce,PDX,41,1,0.33
e791e11cc69f61f1d26b317032eef3f07e00c25b6f64b753dd4a1297c0afdc2a,STL,38,14,0.5
a0e833efaaa2ec5fc7385faff8230bba3b9b50aee2959794da89b7a1495a02cd,HAL,3,2,0.17
4971075a96f4a65f43bed3dc53f1b1be95bee82b708628d93126d82a0b9172d5,MIA,5,14,0.33
aaa5c4d3af290bd83fd867595ac95826d7faaab6811fece5bf247468809969b0,MIA,5,14,0.17
d65252083fdeecd59175380217c3782cf10325a050a1fb811fd8b9cae020b572,CAL,25,15,0.5
be1aaa735502142545b5fdc52992adf7789ce01ec1b7ba363c5f25c1690108e0,MIA,4,15,0.67
74ccbda433fdbef94949545f970ee946d077f69449442ba6030b0161399aa79e,CAL,33,15,0.17
4533165ad59b1152f2b6b5b088dff21fbbf1217973764d7b23e9d4d9b1d44b4c,PDX,33,15,0.83
db6c95f217c76f5c42465ea64c950d65e439eb1a206ee4ce036a5d0429884bf4,CAL,10,15,0.17
cc420edf274f33af7453e1c7886a42c378cba5636a4252c837a40f2bd39b60c0,STL,7,2,0.17
958b821c4dcd4cbff22df2e001a6f55cdf908cbde370f9bf0025b8741818b4e0,PDX,32,15,0.5
ec034cd35949e2d50c81dd71a9055f8512602aceb14c22458e065fa887175057,PDX,33,15,0.5
bfc7412d4e8d426c37f7c484ffc7709ced16ade790bec1d2321daad5d769d114,PDX,4,15,0.17
bc214a09253b3e697f798b844c3b55d5cc295f2b39db201d50b6ad02e40a8645,PDX,20,15,0.33
bb36ba851cfa95b2cc119db4227c34dce306aec5226f47dd8043a405717df3af,PDX,54,2,0
a8e23756d815916e7749a1d273bdb9232c0fab93ecf1e7f62cf576fee4699b89,PDX,42,10,0.33
f5dbd80b9a6ff1e223b0b5d305e7e8bc55049c05963fc49e9aba0799f6ec8522,CAL,18,2,0.5
4f1a9963538ba2b1ad05db0b1ceb04e3dc8d58a44f8d8479a575ded6f910b089,PDX,33,2,0.5
4095c6f0634e4452b68337ff7078e12d6a6b5056dd6d02abb4015780f8ffc2fa,PDX,12,15,0.17
36bbd2f04830e54e7f35a99a9b8613a6d0f335538ea4d25c950fdc08d385ff56,EDM,4,13,0.5
a4a0ae3e1144df6a7e368c5f5313188a3b46409c9a685f7cce970aa7e120a731,PDX,31,14,0.33
56ef0a60fa6fd68856c33271a9cc579750d8b3407b1acc63cb41936f36dd36e3,MSY,62,14,0
e535b5bd50c737b8339f165bc976508bf5b0c822acdd653456ca1d7d5b0fcf29,PDX,32,15,0.33
7c6eb2490ad04848eefd524e8a90c1bbd54bed9a701d02ddef6ac70ea07f2226,MIA,5,13,0.67
c75cf4f5d6431f0a691446e1367d5473650720e8f19e3b207c5157da8ae059cb,HAL,5,15,0.5
b916d6f8a3deab54fc784f150f2866ebffb731adcaefdc001ebb914a99ad9edc,MIA,3,10,0.17
bb673def29406544a1f3ed49ea1d0077fd65dd383f073e5e728f1a6833e580f1,MIA,6,14,0.5
65072300e1e12a004052fb5e13f48fca6994623bd2e1184ac2ac616530e8d9e5,EDM,4,15,0.17
0b211b6e71e71f60a39e5c36cd5288f090a6cbf646eca7c9ba4b0fc00a77e979,CAL,41,2,0.5
b7b746e06447f616e87d89ec31a6c7b977f5fbfe291028b3d02e9553a08af64d,CAL,18,15,0.33
ff9dd3e69a79539206f82de3c3c8d5f57daf4f680056483aff1b66fc468b89fc,STL,33,15,0.5
2c7cd56c10d214dc9a8f741cff40a7f4ab56a4cc0c28a805568143ab84762339,CAL,19,15,0.33
6d8fe9d33e1b170fb932c006ac611df0338bb1a71ca4840e3f00e43e30b31fc2,GNV,13,2,0.33
41ac2262d8b775366dbc17059ae7247c9fe27401d1c8c12ae9b2f177f3b33553,EDM,3,10,0.33
