order_id,order_time,merchant_id,user_payable
8e497518466b466c2a3b90af3b30f8266bb475eca6fbab2028e93eb3e446d490,2018-12-04,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,4.6
2b730b79b9ae01496d751dd80c6f5f6e3d1adab0104411705bd1ecc7ccd25a1e,2018-11-06,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,4.6
b836b181be29d00d0003777649dffa16a38b7ba344aa82f7825bf006a5b4cf18,2018-12-06,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,4.6
e8e62c3a19d8b2fbfa110bf1e64508b037bcd28d930b8606f98964d7802377e6,2018-11-21,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,4.6
dc5a9e4ae6cf2723252e70bb110bbd3a7f3cc646534e28b30559c975ade0b073,2018-10-26,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,4.6
61041b55b949618b21c6d5122e356c62f9b342c99b846ab72799b475339b96a2,2018-11-06,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,4.6
8c1597eaff63607b39b9328f270eabf1e0ec8c763300843d026cf9d5577381d4,2018-08-30,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,4.6
8d1ffb157a46c38cc34106303e7574ca6de2d2ddee2577337e4ff646e82842be,2018-09-11,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,9.2
1b710bdf012e5563255034fc2ff0c675e42b90f388c4feee8d845563892479c7,2018-10-02,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,9.2
fc26418263b31c09004ff9f51dd1fcd871df0e7bb017fea4e830168797818bbe,2018-09-18,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,9.2
334f2a411a81bf2a529a2b67525f44f5880c8f1cf0470da0a03a4fc2a0ec7be3,2018-08-08,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,9.2
95ae3bc90a23396bc5ca47cd8c6afef059be5173cb963f355c4093b071e2c7f7,2018-11-29,9a15870507c07cad1c10a85d2ced5e5e9ce9826f387bb5502d424035b781fc44,2.34
309520317092cfb6eef7517c836ceb19f00daef49cccf040e37a5944aa690872,2018-03-29,65af6ef51c438c3626559f087707dc8f8b285aac48d3c9011016f2109c011907,2.34
561af7f55390adb08516bb566a477a4c545139f90c50c79dc54055d62388980b,2018-03-21,f53408748c68a643a08c48c4a24bbbc41b1ae9ad863eddf2d302185273eb7d24,2.34
1694e2636b75c83329a992bdf6d2a2915e82c1ede5a06ffa65e11657eb72d9e4,2018-03-08,f53408748c68a643a08c48c4a24bbbc41b1ae9ad863eddf2d302185273eb7d24,2.34
8c21193da4644723188fc233ffb5281dca190e63495d6ba58e29c2b36d0aa151,2018-11-22,9a15870507c07cad1c10a85d2ced5e5e9ce9826f387bb5502d424035b781fc44,2.34
a6bbed6de2037ae12a6f34c5657504646973ca0a1c5959d6bc855a7f8913c986,2018-03-16,f53408748c68a643a08c48c4a24bbbc41b1ae9ad863eddf2d302185273eb7d24,2.34
0669608dd3b12dcb1e515c6970db61b48d5414cf2b32f99a13d2b60d321aefc4,2018-03-20,65af6ef51c438c3626559f087707dc8f8b285aac48d3c9011016f2109c011907,2.34
1e357b3efcbc864382cdb9bf2905ea6dcb6d7e5508bf2c8fa8b142c4aa935b75,2018-03-21,65af6ef51c438c3626559f087707dc8f8b285aac48d3c9011016f2109c011907,2.34
dbe0915def52cc1f4b6f4399197c7bf4ac374e9ec0512cb71ece3388b029de0b,2018-11-11,9a15870507c07cad1c10a85d2ced5e5e9ce9826f387bb5502d424035b781fc44,2.34
5bd119e9e37a0f1cd4d9be05d3030f6540f2564fb89c69c99c772af0136065db,2018-11-21,e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,2.36
d91336acebc08114f099be91549f7feb19407394a0b6b1ed542c3150a2f151aa,2018-11-13,e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,2.36
ef781121b78d52fa69a86dba4d8a4bc7be5ef76c0d83b3cbb4a17f59034953c3,2018-11-15,cf40eda04ab3e2c55fe72bd8a6670bfcb4c6aa2de5602e608215826cab40e446,2.36
c181c726387d46fe1f5c04b77c97b9839c5b69792dc09b0554e9023f332093c6,2018-05-11,ad653031c7aadde42718935424807a55e174945cc713a9eace18b03a936a322e,2.36
131fbe60adea4e1828e7d1bc98b9ebe2592c6c0feb1f45696aa5c77e18f4b7a3,2018-05-25,10c11ab9fc4569fa48f43cedc381e26d8b8c4a0122217a650729b600c73c6bc1,2.36
bfc82855b84e858fdfafaa39d9f532b0efdd027a460b350e7373a334b729e96d,2018-11-30,e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,2.36
5160a2d1ae9faebb08cc48f56dbb636ced8f68c7f046b4f59966801b78bd6963,2018-11-20,e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,2.36
337d0e3f92eedcd725b166fa69ce549de6cb7848cd1ef58e3f043570e199e209,2018-11-26,e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,2.36
b582b1ec424e3d6e8d26888be6c30341a9b98f10cfa41ae08b7dac9cf46f53d7,2018-12-18,4ebd3ec0f1ee68f24531ad8a777598c6777d7a2e907106ef0dcf098c4de146d6,1.8
f1565b2c99c01b882a5039ee663cd2a4c9102ef47bd2f2df4e8a55b44619788f,2018-08-10,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
9f7b68783a0b576fdf0d6e8abb410cfdfdaa594878ce62f67486637430e5341a,2018-03-06,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,3.6
8f02c0d81d99b95a82937462d853ca09d4b671cd151404a401b2ce0bdfae33fa,2018-09-28,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
1f7e477992f3475661e29bd6014bf2e123aef11fc7fca0fc75a6d9b4ae5d21e5,2018-08-23,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
b398cc213c51163e0fbb52ccd8b5beae52c59d5b7007e7aa0c40df481f11dba1,2018-12-03,7d9fad159abf371ba17d1678e11db88798eeb7e23c20bc5c32436891da08cc86,3.6
1b830122ef9b46e26c2af93312c1cf4965740c582aae3b64dfd7e86e68cefbd6,2018-12-12,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
41d224679fca09b2905f8eadeeaa1eb7970592bf362ea7b66e28d8c167b95a96,2018-07-09,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
1bc5fa8724f069ae492408e5411caf2795e3d5c5737cde3dec671d8bc50a0814,2018-07-12,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
9af2504ce9c835dd84ab3da93e1b408b32872a83917c883563a35066ad74d3b6,2018-07-20,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
387b016ada15ab1c3f63d9e737800b1bab4663d2e51e575d365d16a1133154a1,2018-08-24,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
b9ae75ef5416bffb9d464463640dc41820a666e7c08743d5f3b0292941a67863,2018-09-26,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
71dfd7ed7fe989d0c302a3230a2d9d791648baf69bdb35a376ba1fb87aa6ee53,2018-09-28,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
691603faf1c19dc295d27cc24090d7f341eedbc8c61cabf253f0596efe7f904d,2018-08-15,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
849e5087df0b8a7b9a859344bc46a271cc7b369a15966f0828f0ffa19d114a90,2018-07-19,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
2e7022938924104bf289ecfac843ca0b0feb5ac3c28ca016301407516b784255,2018-09-25,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
3bca6d4a885ea8f265816c6612f82deda5b331417ba4b7a4251af727bca3d9de,2018-10-18,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
6daf5de14ab8cb95199afa2d60670447a9d601bd2ff3870dbb0f716a17a283e9,2018-07-18,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
cbbfbc9f25b5a29e350ecf7f08dce67a07faa37fa7eace2540be9e6e3dff262e,2018-09-10,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
34dbd6dbd8bf5efb08ab978797a8806b431704286ae751d9bfd40faea7033164,2018-08-16,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
6c83822a874ec588a3485d24c39aeccec279b497724757d1b07539751e94f0f1,2018-11-07,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
c58fcfeeab1bb3fed66bb6ecf96abe64111c5e17313c9c284d60e042069e3554,2018-09-07,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
9a64eb795c1e32a6c9ce34a4ebeded86bb9e447b89fa16b2d1c8c86250d5d27e,2018-08-03,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
de0711f45c457edb789cd2c298da829d0cdceb16d506ba11b683cefbdd9a43e1,2018-11-08,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
c5e5a5fdc13d02c0848c786037537ebf091d2103337150e4d986264a006d5048,2018-08-03,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
0a8d0475a985014aaccad096fc53d73cb67b3d768e22035f989a9f6205e73d3e,2018-09-26,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
ccd59d80e323f4d051e197aea8a48f9b4d5e11848f539c93cf7886eb7b980981,2018-09-04,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
b3f8d1f2592fce2d7d2d1738de8f16d5aef4332352222d3fdf42d87c00c9a508,2018-10-10,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.6
76794d20044f139dbc12ec29cd139887daba64b1d9be0c0eb869c8aa7e99c360,2018-06-21,4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,7.2
4a48d554d86c1fb82d45cd3bb621fde55b4d3ccd36bc55dda7ffae9aae8c5b20,2018-10-18,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,7.2
6c46094cfd730a37f8d49e76cfefd45ca73f25e624fafc14a43c0ada5c54c0a2,2018-10-25,4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,7.2
b3ae620174ae66355b0a43291600b2d5697053b49e8f23c329233242435cc37c,2018-10-17,80812331319653515734c75e9a0058db01d39cf74805f69a7167b4ba7eb421cd,7.2
417bb78d0471f81d2d8f97359d99a158867218c6acd16ae4453caeb69a30d1b2,2018-10-19,7dc6aaec834fc290bfb0fa3564e6e6a556cf53057010b255d38b35b425e4aba2,14.4
803ab0ab2d284faaff32e02fa45b199d82588f2b91766935066aed03c328ce35,2018-10-19,709ca7d1e233b944b2b43566da6ea5c8dbf624a870c4e0aac47b366608b964de,1.19
96e381525aa010fd9818e65bef289c8263bf0f691cb675cc8eb59d93aa3127cb,2018-04-05,80eab561014366e97c177311c401fed0d88e3c658dbd8e01327ba7d764fc5964,2.38
8c7b6ced808d7f3e123d4f094b2cb2f4c4a87387000d658c1dda590de398804d,2018-03-28,205b05379d5d0a86c751f45db234edde46f6724d4815d716a9996fef9b29b798,2.38
6b9f256247116b22111268341f5274401d6d0bc30663919bb13f324a2a2a7dbb,2018-04-04,80eab561014366e97c177311c401fed0d88e3c658dbd8e01327ba7d764fc5964,2.38
a64ac2e574387ff5b629100c74b11f7c6e2a38c20578b047b1b859e8b925b6bc,2018-03-28,80eab561014366e97c177311c401fed0d88e3c658dbd8e01327ba7d764fc5964,2.38
89bbe12ec88054cc32c95e628541298a268969d54391251d4b28d898d6f7d345,2018-03-26,205b05379d5d0a86c751f45db234edde46f6724d4815d716a9996fef9b29b798,2.38
e072b9cf5c346f882154d7f1d7105be5464a8b4614b9076ecde04c14c8eec80f,2018-04-05,725687c4f8f61fc1d1f0836f99a266ca69227faa1c3c6182e414c69edf7f1089,2.38
0d04a8346d5c32c08542c16ca747f9579956deb286410330a7c6f2550dd2ca8f,2018-10-12,4b0e0c8837ca1f868079d93184fa128be1d93eb3b0e1783fa9a5322b2d2727c1,7.28
93d56b7d747af71931c712738d1387c7df34428d95f3c03f070bfc3ea8d1aa48,2018-03-06,647ef444a0e6bd9309101c5b2f05061c519a5dff1e11238496db578bcfdaf318,1.2
9d120cd3fedd5675bac25367ca59ae9e3c7612fcbcba70bebe983621be908350,2018-05-08,437a7820dad2bfceb16a5b47feab029bf341827e562e8d65516a8c131c79020e,2.4
01c4f7219261c9c7a4b9d1e1ed894c38e487acc9d5d4ca0673cb75889c23d76e,2018-05-02,437a7820dad2bfceb16a5b47feab029bf341827e562e8d65516a8c131c79020e,2.4
9276c892e51300a69f3b5d148011bb1ada02e956246fc15213b7482769270201,2018-05-18,437a7820dad2bfceb16a5b47feab029bf341827e562e8d65516a8c131c79020e,2.4
a5589d2764638e86f63dc29aba1641034b2510750bc5d02b8c57eed1d1959d74,2018-12-14,171c480036e0cb4b4f1cff01fac7fbca1980d552d6bc40b8819cb82081633535,4.8
23f8b55d9968732434aa6abf8c93b033dbdc506abddf8051b996e90c56c89848,2018-03-23,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,4.8
31beb96a9511bd7fccbf1a223a5a854d900a1aced52dd72a6db8c2bb28462003,2018-03-01,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,9.6
2d1e663f217d6650c574f0bc3a7f46a99b06b3591138bc4a0caf05c049d83cd2,2018-12-03,4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,9.6
c1d110ed7b9e1676e678c5da8a75a84ecd6aca48085c5c4ce18ed2118309297d,2018-09-27,91e1fd471c9e9e50e97619e801b4a4c28676c6688e392cc158ed08097804d627,9.6
edc830e4c9c49b1e0b06b76ef46decac13cd293842c8416ac94880b510c33c1d,2018-12-14,b3f7875b55cbb0cd33e09006d07c7af6a0659d3568d27aad65f2659820c1fdb9,9.6
11cb516c976c0a119010d36d7684d99cfe16a361b3a281d50b4b23d56d1ac539,2018-05-14,23435eb3c2fa66d8aba8dd1496319c9809351b839d398c53864e85c35b725623,1.84
30a963bf0078d4a4ad13c00f349df102365455ace4f5c9d8d811ac367f5999bf,2018-11-13,3c8b1ae439369cf35994fd616030fed60b1ae4f535aead1164a3bdbca144944e,1.84
e78291b51c270aca6b43a78ce33e3a897f144588ff9559846e317174eaca3ea6,2018-05-17,4480df014d928b7c89b35913549772c8d3f65fa7e9338e0d890a5a9f1af04ae5,2.44
c310d57aab77ec0cf00359e362049c9ea9067e88ee1c71701c49e361a985ab93,2018-03-13,c52be5895503d4a3bd94c1cdfa14b99f1b7c0c9f0eb978c7ace2f105be10f072,1.88
ef141fc5c04af7210ff7e6ae9db2fd6ee99384ce41b73ae40a60dbb70a5770f4,2018-03-28,c52be5895503d4a3bd94c1cdfa14b99f1b7c0c9f0eb978c7ace2f105be10f072,1.88
705fede31dce62cfc8fbe4ca6779fccca466ebcf5de237d55fb0315f73348776,2018-12-11,0eb72bd95a5722e89f681b87dcdeeeb20535f60bd9b17a3951660ab02a89f4b5,9.84
8124a50a77fd922df336e8250425e8b027467e2bc3d3ed86683dc993952dd6be,2018-02-26,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,3.8
9b769fb855b5b636f8ea3fb376f947fe088b3ce540f06dabe3eba4d1feee54cc,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
bdbfd40d32b5dff0f029603ad4fcbb4ab17e1d771d9ff8d0eafdf2d21dbd9fa9,2018-12-27,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
664bc4f7e9982d8b92d8f75fb2a6bb43e44ad156a9e5925369af582f27eae201,2018-12-26,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
c11fd8472d197173d1bef60cd6e339b894484c9acf60f349cc4adc0bf29fb534,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
63af23dcd8dc7fbf8bc09c22810afb25af32598b314be150037360aa88b12692,2018-09-18,4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,3.8
b1674239114ac4676de6b292a7608ee0319dfec6e7e9990f700d0704764294a6,2018-12-19,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
dd206a08f6704044811b80dd78d53ff3ecdf49ea2cb8d204e13d51ff6e0e68b0,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
0fbae72f8a6e04f1abd0ee5b813970d10ff5aeaab0aca4361f7a2be7ba02061f,2018-12-26,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
eaa7e4b5bbb94b73bb0f4f4f49b6e67d6db53599b473c7767b5eaae2579e6d77,2018-09-28,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,3.8
f9d1ae90107d4d80c57b15bec77728d4bdbc0931d532f537b38238ed32c3f366,2018-12-19,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,3.8
213765c304ec1eed193f83c1f6691821df29798f3adb294eebeaf05bd599696c,2018-12-20,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
fc1266e080c95f2a32590c902cfde52aa289456033caea84c4bbd7c41c9f4cab,2018-09-05,2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,3.8
6f69c66a38ca2e93e6930ff95efc5a671f6d977e621c760518c6d10761342901,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
e599037b81bac92e7883f9f871148cdfec6c7c67b8231649e5091984f92eefb0,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
b9071bb8939454cde5b792d052743712c55b4d90cccfd1ee5da7782cc5592b18,2018-01-29,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,3.8
4208c510eb76fe8289225efcf2bbe0c6d5d05f867b6674a471d2c8b17b54a615,2018-12-18,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
adeaa781c9455486533a22ce23766f91c45ab581b248908dc8930d2ffb4f2c91,2018-12-18,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
7da792961915debd8903f3d4973ae6759f08d12f805e4a76d75f7995d5c11137,2018-12-09,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
8cffad9a89836138d450fc75ffa2c054f22bef4b0a04534961a79ac997baf426,2018-12-20,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
005284c221bfde492f4e4715dfb4ad2cee74a6dc0bb0762f0c20965d08eb6a2c,2018-04-10,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,3.8
c5bb60c865c8bac0ff4a8c604a09fbde5f6607e16f9a5bb6a81175e715865dc5,2018-12-21,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
2fd9a9121ff6f7ea96807ffc9de21e3d780e7ead1f9e0032dc1a607f23b46a00,2018-12-14,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
a84fdcc4ef8bfce58f1d3e8c9989ae1277bb11dffdd791d76cd3c90c022175c0,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
e2f12be9f6d6ea6832cc0d45efb24cc6b4dd739cd4c068cd8b365152de4ef864,2018-12-18,48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,3.8
594a7895869d53d26ebec0c585fb3a6fd6788893cd197117e3dbbb59c6ce6a58,2018-12-19,76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,3.8
e15c4bf1f20653249236ca71e05faca464f26b097a290e3dd0aaf7b25479f4fa,2018-08-13,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,7.6
4d425e8fd2d2aa1239d99a505ce419dd88b9cbebab5f7da0a30bc2111d966bea,2018-10-30,91e1fd471c9e9e50e97619e801b4a4c28676c6688e392cc158ed08097804d627,7.6
037248c6d74f42451e9aaa9f559fad4532d192f4407bbed2bed1f3528cb4fdde,2018-10-01,e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,7.6
1c5afe244dbbe7003b74a184e2b1c05b26d5000e94006d7930df6f4124b5ef3b,2018-08-29,91e1fd471c9e9e50e97619e801b4a4c28676c6688e392cc158ed08097804d627,15.2
ae7771eebc67f5a37daebb0ceab2ea1c004a3e25a0dad639554333422f02020f,2018-11-19,33352b2aad49b85e3d9fe1e4006cc1c3fd9d3a94197ade7d7678e7526e0903d6,2.48
f72c7264f2c0e439e67a265e0d07c1cb0b5bdb430511e8976a91c4dfdc9cadea,2018-11-16,33352b2aad49b85e3d9fe1e4006cc1c3fd9d3a94197ade7d7678e7526e0903d6,2.48
f240fa226da31338c7824b7d4100945a6b72d2cb0135bd63e9cf7f05f35f8510,2018-05-08,e182308fb64500fde05ba6bbc8fe243cf7ee7b9104f79cc0dbca10a5a2ae6364,2.48
93b3a14ba63f39b7b232f641047cf0d74bb9fb9ff3bad79dade2c01b4cb7b9c2,2018-03-28,c0911d2682475543fff12d50dd6d0ec5e0e6f1d4a0b7883c2b0c9df99432b8fc,19.84
e8374018d84c2dedae5e36a5c38d249ed9e9d374656d331854eb9fd803faf355,2018-08-28,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
fde7df68d967399d3b4c44787d7ff0f462d1f9997f8bbe19c06751c3c5fe6be6,2018-08-14,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
48bb8787b313f5c95f896f02d7f5789c4461c8275802436861a8b960d946bbae,2018-08-21,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
69e4af4b6bfa1ff30458989e74209dcaf457aab19db6c7d4335c816ccd532ddc,2018-08-22,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
e3fd00aaba45714ef0442ec9495fe3e4b06f5bb4d6daeb7d357b9645a3c29622,2018-08-29,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
6892155335b5aad83c9298e710e1b5350fa6f58d88451eaad60e2ee3fcb64df5,2018-08-13,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
a64d410c1d9874f0c43e4bf4d68d4cefcf4ee7ded899b5c3ced8197f041fb151,2018-08-17,cbbf99690426b2a03bc381b9ff0562cbc27a78b8f6edb51f8b189bdbe5e06eb6,1.92
87e1baf4256693a52bb3bbdb98b767766b93a104763f316926e08325fd0bc528,2018-10-19,03d670048f158b03f17a3f8f22d6a0877ac9946d8c907d4724a3e5954e2fe941,2.72
fa39349b66e1b9ce515cb89c62e420c19ab59de1669dcc9774c8117310bde3f3,2018-12-18,ac7129673d547ada0875b0814500dbbaabf48a1e1e13e017f191f692a7db2158,10.88
fbba66c6226bd524ce0369a5e7d01bbb17c90cf1452d4a22aaea3bb56a97515f,2018-09-20,d7bbc676afd3d9b0b0ae232d0a807a51d8f9cfa613c813a2bddb5df57e3f1f4c,2.5
8dca09f815f10f725fc42d50b6e633b749bdfa4c9a78f845709de1041792a6af,2018-05-10,e4253fca74c5e2e7869dded94aa85a42909ce3dd2de32ee781e941f96dc8b520,2.5
eb9504220ae18032ede4f7a6f9e3be06f7be49f2e0ef4034a7b9af58b0ed9b0b,2018-05-25,e4253fca74c5e2e7869dded94aa85a42909ce3dd2de32ee781e941f96dc8b520,2.5
